cell_number,cycle,test_time,current,voltage,charge_capacity,discharge_capacity,charge_energy,discharge_energy,internal_resistance,charge_time,discharge_time,eol_cycle,state_of_health
35.0,62.0,12245.260847242622,0.9971245527267456,3.3486199378967285,1.071192104589505,1.0727665031450364,4.26186302244183,3.9317296176834233,0.08736802637577057,6235.452507709984,-2723.3004359098823,591,0.9738110041722772
35.0,63.0,12247.518011818058,0.998208224773407,3.358332872390747,1.0724684850450767,1.0703884801238654,4.26451601490399,3.9223879508474226,0.0889057144522667,6245.8469290312005,-2741.5544589970386,591,0.9749713500409788
35.0,64.0,12224.941994547844,1.0085029602050781,3.399613857269287,1.0692574904690115,1.0622875610175662,4.252552163600797,3.884509633959496,0.08744695037603378,6213.564464747139,-2735.5570309409604,591,0.9720522640627377
35.0,65.0,12192.76846638028,1.000375509262085,3.4031753540039062,1.0618653237836622,1.0600101970269957,4.228653963151061,3.876609039293271,0.08590515702962875,6143.917877326568,-2673.2700817032446,591,0.9653321125306019
35.0,66.0,12162.731430930959,1.0021816492080688,3.407708168029785,1.0597903797302095,1.0579683114192964,4.220058288539832,3.8693963810486096,0.08671558648347855,6139.027604958126,-2675.051366242404,591,0.9634457997547359
35.0,67.0,12134.511445850425,1.0092253684997559,3.4099745750427246,1.0579785152042227,1.0565131419092513,4.213204451864151,3.864756095304628,0.08671558648347855,6131.230946566443,-2672.09811522217,591,0.9617986501856569
35.0,68.0,12134.552539543161,1.0034458637237549,3.425839424133301,1.0559068106410976,1.0519714359003949,4.205111316655554,3.844559506885659,0.08825664222240448,6107.3407104923035,-2662.9581281119863,591,0.9599152824009978
35.0,69.0,12103.349263737444,1.0021816492080688,3.4062511920928955,1.0522236828122686,1.0541847528234953,4.192528908574701,3.8573751612636826,0.08663725852966309,6089.029705804466,-2637.5665073552545,591,0.9565669843747896
35.0,70.0,12103.528508412855,1.000014305114746,3.4064130783081055,1.054342488397296,1.0534118373516144,4.198308911710413,3.8556376802535226,0.08671558648347855,6110.266754128365,-2661.334398102192,591,0.958493171270269
35.0,71.0,12067.129685159103,1.011573314666748,3.4308578968048096,1.0530257871305224,1.0478390186484994,4.192818512508268,3.8305490953512304,0.08825664222240448,6106.064451888167,-2675.275009740815,591,0.9572961701186566
35.0,72.0,12073.955466287822,1.0032652616500854,3.4336097240448,1.0473360842427937,1.045493634804263,4.173762253487041,3.8212693696388698,0.08590515702962875,6043.450788232594,-2620.223997900536,591,0.9521237129479941
35.0,73.0,12048.874477701,1.0007367134094238,3.4339334964752197,1.0457725713745667,1.044527765336582,4.1673731150865905,3.8186499845196806,0.08663725852966309,6043.029083098646,-2622.9740264779143,591,0.9507023376132424
35.0,74.0,12025.421586551587,1.0007367134094238,3.43280029296875,1.0444607958891972,1.0435065306858284,4.162185437778888,3.8155340183015767,0.08736802637577057,6036.607059128905,-2619.9579646488164,591,0.9495098144447246
35.0,75.0,12015.106286527356,1.0066968202590942,3.4475319385528564,1.0430290408724652,1.0391248004772216,4.156450195963274,3.796051892669581,0.08744695037603378,6023.27964972894,-2620.958731106759,591,0.9482082189749682
35.0,76.0,11991.343410952832,1.0094059705734253,3.4235730171203613,1.0395990017313572,1.0429058766770964,4.144809357019611,3.815622759289596,0.0872892439365387,6005.3894071998675,-2590.847640428838,591,0.9450900015739611
35.0,77.0,11999.21415659762,1.010309100151062,3.4224398136138916,1.0431196334733883,1.04250517251333,4.155526025990582,3.8150467674474555,0.08744695037603378,6040.252687326105,-2627.038653353743,591,0.9482905758848984
35.0,78.0,11987.455300001777,1.0036264657974243,3.4237349033355713,1.0423526439934179,1.0412270852559473,4.152418354689843,3.8100708886264982,0.08671558648347855,6033.674517337441,-2624.6946773743794,591,0.9475933127212889
35.0,79.0,11974.25682179915,1.0043489933013916,3.4272964000701904,1.0411251259966576,1.0396424858814086,4.14780391090116,3.803879239436526,0.08590515702962875,6024.674628580462,-2620.851071300395,591,0.9464773872696887
35.0,80.0,11961.794545579003,1.004529595375061,3.42826771736145,1.0395931905697502,1.0385324020284656,4.141990819985892,3.799870785730832,0.08679406344890594,6016.690321510534,-2616.4760480713467,591,0.9450847186997728
35.0,81.0,11948.281109704985,1.0041683912277222,3.424382448196411,1.0385390578167062,1.038428649046093,4.138000017530459,3.8005993578663464,0.08590515702962875,6010.752847102393,-2610.913230007094,591,0.9441264161970055
35.0,82.0,11944.204208631418,1.0056132078170776,3.4260013103485107,1.0383917415839825,1.0373387194023884,4.136722458738504,3.7967469909058167,0.08598290383815765,6010.816629011536,-2614.6016753828767,591,0.9439924923490749
35.0,83.0,11934.299528956239,1.0050714015960693,3.4303722381591797,1.037071913054639,1.0353626713677322,4.131885463158312,3.7883347406283576,0.08663725852966309,5996.675173117231,-2606.8514233501187,591,0.94279264823149
35.0,84.0,11922.26252741745,1.0094059705734253,3.43231463432312,1.0353417198570654,1.0340761801268528,4.125436370845762,3.7833111583762786,0.08517174422740936,5985.206524721614,-2599.6171138198283,591,0.9412197453246048
35.0,85.0,11914.090563261125,1.005793809890747,3.4318289756774902,1.033970531227368,1.0331409739233521,4.120347023778635,3.7799469188253454,0.08663725852966309,5976.284506958111,-2593.7730798640455,591,0.939973210206698
35.0,86.0,11905.758366690367,1.0112121105194092,3.4340953826904297,1.033046287842673,1.0317480514975514,4.116869151107096,3.7744408345467804,0.08817698806524277,5967.503410213147,-2589.523392450415,591,0.9391329889478844
35.0,87.0,11896.212849187432,1.0043489933013916,3.43344783782959,1.0316595147322687,1.0309682870450843,4.111535905951342,3.771598949034029,0.08590515702962875,5960.300051657207,-2584.882441693143,591,0.9378722861202442
35.0,88.0,11885.47810433677,1.000375509262085,3.43344783782959,1.0308904328732424,1.0300840861261804,4.108679259515981,3.7682989096309996,0.08736802637577057,5954.019007502545,-2581.5387912373917,591,0.9371731207938567
35.0,89.0,11885.627744783764,1.0077805519104004,3.42956280708313,1.0302116854477887,1.0303020861358334,4.105949403291419,3.7700181554624237,0.08736802637577057,5951.5039023867175,-2578.366949206098,591,0.9365560776798079
35.0,90.0,11877.70692316693,1.0009173154830933,3.4337716102600098,1.0300939885496305,1.02852693043193,4.1051350940817315,3.7624461256289123,0.08752601593732834,5949.22293905927,-2581.805321903821,591,0.936449080499664
35.0,91.0,11862.490612817346,1.0038070678710938,3.4353904724121094,1.0284561928278393,1.0274077374765582,4.099234098810399,3.758156930113614,0.08671558648347855,5938.8630142690245,-2575.1328092792805,591,0.9349601752980357
35.0,92.0,11855.943346123677,1.0054326057434082,3.4344191551208496,1.0273262717741432,1.0267944920176575,4.095079126916801,3.755938784490553,0.08825664222240448,5928.988178414665,-2567.257774168698,591,0.9339329743401301
35.0,93.0,11861.650975070952,1.0065162181854248,3.469710350036621,1.025723533991588,1.01721006126796,4.0896005786569845,3.7120612009450156,0.08833643794059753,5895.049026520328,-2564.4621024345292,591,0.9324759399923527
35.0,94.0,11808.156552289496,1.004529595375061,3.4761857986450195,1.0164747167372923,1.0136597639860412,4.058009568499273,3.6963368313643343,0.08752601593732834,5819.671426748589,-2500.5690372166014,591,0.9240679243066293
35.0,95.0,11801.378999504435,1.0090447664260864,3.4758620262145996,1.013662414188822,1.0125892781877255,4.047716910893371,3.692429037810797,0.08752601593732834,5802.671782063373,-2487.1000004877537,591,0.9215112856262018
35.0,99.0,11872.406271109161,0.9951378703117371,3.4136979579925537,1.028104752979466,1.02551881364551,4.098428256898893,3.7470082101595565,0.08906634151935577,5929.757470942854,-2572.0479960578523,591,0.9346406845267872
35.0,100.0,11835.778142047973,0.9989306926727295,3.3761403560638428,1.027374936965343,1.0341007672711937,4.092984827031962,3.791446192530419,0.08590515702962875,5955.902693816488,-2570.469886468531,591,0.9339772154230391
35.0,101.0,11872.438552026739,0.9992918968200684,3.3767879009246826,1.0345148273862592,1.034395454639509,4.117777898463084,3.793742228403211,0.08671558648347855,6009.952520729822,-2623.5966400939274,591,0.9404680248965992
35.0,106.0,12068.256144397801,0.9888165593147278,3.3000540733337402,1.055550350128766,1.0601587733240323,4.197825577342497,3.8959228306336877,0.08744695037603378,6158.1995255009615,-2687.5319343094875,591,0.9595912273897872
35.0,107.0,12089.10093643058,0.9862880110740662,3.2905027866363525,1.0608386069469438,1.0612087680967561,4.215406453958057,3.900877225539496,0.08517174422740936,6201.234609631735,-2727.2368965787687,591,0.9643987335881307
35.0,108.0,12131.976822487028,0.9891777634620667,3.3612468242645264,1.0593125656144684,1.0471441753802821,4.210360240038941,3.8290313671657135,0.08833643794059753,6140.997999019476,-2712.5545433563016,591,0.9630114232858803
35.0,109.0,12066.948218727324,1.0010980367660522,3.3479723930358887,1.0467560461244512,1.046607617174633,4.170729979828842,3.8262367565642066,0.08768457174301147,6041.942637392568,-2615.2027047148454,591,0.9515964055676828
35.0,110.0,12027.293974768138,0.9918869137763977,3.338097333908081,1.045691284015529,1.0474560591462803,4.165280786856503,3.8323104946460127,0.08833643794059753,6047.849126152203,-2618.405682018963,591,0.9506284400141172
35.0,111.0,12036.112636132922,0.9927899241447449,3.350238800048828,1.04597922356046,1.0449700725551585,4.165978577210428,3.821487312321981,0.08906634151935577,6048.849921636701,-2627.5471910970073,591,0.9508902032367816
35.0,112.0,12045.548136695244,0.993331789970398,3.353800058364868,1.0430809507010128,1.0431277170603863,4.156147608888048,3.812585548069407,0.08752601593732834,6008.286633233341,-2592.921573478414,591,0.9482554097281933
35.0,113.0,11986.283159525046,0.9906226396560669,3.301025390625,1.0436861401964226,1.0521012646775691,4.155321282277697,3.861142636116746,0.088097482919693,6063.150735187449,-2618.827666878092,591,0.9488055819967477
35.0,114.0,12016.54503396718,0.9917063117027283,3.3021585941314697,1.0513827415264494,1.0525707583841761,4.180094279156634,3.8649497089908422,0.08752601593732834,6127.265348556204,-2681.5029661825097,591,0.955802492296772
35.0,115.0,12018.491254973167,0.9882746934890747,3.3644845485687256,1.0496291286961341,1.0418410073151598,4.172261990409922,3.811115105406742,0.08817698806524277,6098.626916348501,-2687.620168199853,591,0.9542082988146673
35.0,116.0,11995.585080631776,0.9992918968200684,3.379539966583252,1.0396761348354122,1.0376707696214478,4.14309891893123,3.792602273983931,0.08825664222240448,5989.615512764169,-2592.1408625688737,591,0.9451601225776474
35.0,117.0,11958.799964680773,0.9962215423583984,3.38763427734375,1.036104351840784,1.035136641776571,4.129542442955213,3.7818943254588504,0.08995728939771652,5968.772547426075,-2579.6570309445497,591,0.9419130471279854
35.0,118.0,11941.947567382595,0.9954990744590759,3.3902244567871094,1.0338480632466336,1.0336828399099804,4.1211709977196165,3.776988876405973,0.08906634151935577,5953.725635493984,-2569.4067959009226,591,0.9398618756787577
35.0,119.0,11928.874978483655,1.0032652616500854,3.4025278091430664,1.03199554631537,1.029967278414718,4.11411679397343,3.760188945957843,0.08987603336572647,5941.038159141087,-2569.1258481420937,591,0.9381777693776091
35.0,120.0,11900.21992315317,0.9989306926727295,3.339230537414551,1.0303894401711133,1.040664993031399,4.109214149384897,3.8153551057837305,0.08825664222240448,5954.25796722087,-2547.653744482959,591,0.9367176728828303
35.0,121.0,11922.258662138891,0.9951378703117371,3.337611675262451,1.040322761466598,1.0416093032254352,4.139272827408519,3.821899954583799,0.08671558648347855,6047.765708609182,-2638.1748381189973,591,0.9457479649696344
35.0,123.0,11895.546591672028,1.0036264657974243,3.415964365005493,1.0273331937348438,1.024026969668764,4.096560757342715,3.7374292187854934,0.08987603336572647,5901.93001177362,-2549.454790460805,591,0.9339392670316761
35.0,127.0,11863.383605476934,1.0032652616500854,3.379216194152832,1.0188393992295346,1.0262075787400455,4.066495258623817,3.7526576540974332,0.08736802637577057,5835.054237883409,-2475.280755387872,591,0.9262176356632132
35.0,128.0,11824.09964089049,1.0043489933013916,3.363675117492676,1.0269241932069626,1.0309311048977996,4.090501597321818,3.7795547597711874,0.08817698806524277,5944.622814051228,-2569.5958421344044,591,0.933567448369966
35.0,129.0,11830.06284223299,1.0029040575027466,3.363027572631836,1.0300163081676459,1.0312395332468292,4.100462405726091,3.782261877725702,0.08663725852966309,5975.266464447023,-2599.332106374758,591,0.936378461970587
35.0,130.0,11826.210764320102,0.9954990744590759,3.362541913986206,1.0301173612332342,1.031055893823435,4.1001489105999696,3.7824112409415704,0.08736802637577057,5980.283132041133,-2604.92635569672,591,0.9364703283938491
35.0,131.0,11814.400453206676,0.9922481179237366,3.361894369125366,1.0297642508476095,1.0307421576950162,4.098413927103948,3.7817980905682447,0.08744695037603378,5981.253026642272,-2607.005081370806,591,0.9361493189523722
35.0,132.0,11805.69450154173,0.9996531009674072,3.3610849380493164,1.029487909605752,1.0303847043661811,4.09700257026924,3.781134556247679,0.08744695037603378,5982.329568601625,-2609.315236884377,591,0.9358980996415928
35.0,133.0,11800.669643002562,0.998208224773407,3.358009099960327,1.029286140970875,1.0306239971828468,4.095735082469119,3.782960214486266,0.08679406344890594,5984.521442546202,-2610.7871237704885,591,0.9357146736098862
35.0,134.0,11794.377381676284,0.9899002313613892,3.3570377826690674,1.0293937113708225,1.0304153521914863,4.09562403392718,3.782701745070881,0.08744695037603378,5989.132206838223,-2616.038151749174,591,0.9358124648825659
35.0,135.0,11785.127268849988,0.9951378703117371,3.3570377826690674,1.0292122610453234,1.0299560514018893,4.094587737247622,3.7814465829627295,0.08744695037603378,5991.008299178334,-2619.4449788938546,591,0.935647510041203
35.0,136.0,11783.086942893977,0.9938735961914062,3.3575234413146973,1.0286625250534058,1.0292641016218553,4.092467511292995,3.778815643531644,0.08744695037603378,5986.758248462894,-2617.5074818581766,591,0.9351477500485507
35.0,137.0,11777.607535402756,0.9917063117027283,3.3575234413146973,1.0279832584356754,1.028735896725152,4.089801744310677,3.7770068915400117,0.08817698806524277,5982.274211090761,-2614.741943744578,591,0.934530234941523
35.0,138.0,11772.137403187517,0.9900808334350586,3.3568758964538574,1.027449944658585,1.0282907663618914,4.08767901415618,3.775358670837619,0.088097482919693,5979.665130860109,-2613.5545244082346,591,0.9340454042350772
35.0,139.0,11761.552150474221,0.9926093220710754,3.354933261871338,1.0269527536272065,1.0280701743192608,4.085643658613833,3.7748301533277413,0.08354942500591278,5977.64981686132,-2612.273301348366,591,0.9335934123883695
35.0,140.0,11765.315768119006,0.9964021444320679,3.3529906272888184,1.0269391630508906,1.0279604761547816,4.085437742839503,3.7747406689681497,0.08663725852966309,5978.228700208212,-2613.2578739330097,591,0.9335810573189914
35.0,141.0,11763.940677899402,0.9980276226997375,3.351209878921509,1.0267641548643311,1.027930306662661,4.0845773043982945,3.775067067605562,0.08736802637577057,5978.370073237042,-2613.5239762302826,591,0.9334219589675737
35.0,142.0,11754.956293893396,0.9929705858230591,3.3452203273773193,1.0265664005054802,1.028621432947105,4.0835411434947275,3.7786892732731587,0.088097482919693,5979.199019985656,-2612.102032910997,591,0.9332421822777092
35.0,147.0,11707.812231635384,0.9991112947463989,3.4094889163970947,1.009805081095415,1.008378852457973,4.02821416722864,3.6843170135322225,0.08833643794059753,5795.979527178997,-2494.659022488828,591,0.9180046191776499
35.0,148.0,11694.53225966962,1.00182044506073,3.407870054244995,1.0068433783760469,1.0074222909173614,4.017828656316681,3.6805454573025997,0.08987603336572647,5772.850992959348,-2474.5929414584857,591,0.9153121621600425
35.0,149.0,11708.34634774807,1.0010980367660522,3.4096508026123047,1.005326967998549,1.0044593491521283,4.01313137246936,3.665037468559035,0.09052217751741409,5744.415639833276,-2455.7364564308605,591,0.9139336072714082
35.0,150.0,11646.911759556038,0.9983888268470764,3.367074728012085,1.005274395806822,1.016144027364362,4.008971470342658,3.724500576425015,0.08979491144418716,5798.499703912844,-2472.0177675482264,591,0.9138858143698381
35.0,151.0,11693.78894818481,0.9935123920440674,3.3638370037078857,1.0153592727013176,1.0170885357634774,4.0441753923412875,3.7299725427095893,0.08687268197536469,5878.175873840856,-2548.6926254045675,591,0.9230538842739251
35.0,152.0,11689.66178968409,0.993331789970398,3.416773796081543,1.013796726383056,1.0025271348293074,4.036893484222702,3.6601882793063965,0.08914686739444733,5849.927132306026,-2567.6069764697268,591,0.92163338762096
35.0,153.0,11657.551506026532,0.9991112947463989,3.416126251220703,1.0004138752307554,1.000094608881028,3.9957222817804166,3.649077066118707,0.08914686739444733,5710.774519295857,-2436.345468927823,591,0.9094671593006867
35.0,157.0,11713.08763693615,0.9969439506530762,3.367236614227295,1.0160621536912968,1.0163862132845534,4.048065503583015,3.726450995250616,0.08687268197536469,5874.535158801007,-2547.3175237994074,591,0.923692866992088
